secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
3181,139,0,33.1342,48.816,0,87,744.6,-2.70346929,40.58635946,0,-2.03089,31,0,-255,0,0,0,0,0,0,0,0
3182,135,0,33.147,46.1412,0,77,744,-2.70354398,40.58627874,0,-2.20143,31,0,-255,0,0,0,0,0,0,0,0
3183,123,0,33.1598,46.1412,0,64,743.6,-2.70359125,40.58619978,0,-2.51344,31,0,-255,0,0,0,0,0,0,0,0
3184,123,0,33.1713,41.0292,0,55,743.6,-2.70361388,40.58612476,0,-2.23815,31,0,-255,0,0,0,0,0,0,0,0
3185,115,0,33.1807,33.9192,0,114,743.6,-2.70360223,40.58607036,0,-1.95725,31,0,-255,0,0,0,0,0,0,0,0
3186,103,0,33.1888,29.0988,0,114,743.6,-2.70354255,40.58602929,0,-1.67556,31,0,-255,0,0,0,0,0,0,0,0
3187,70,0,33.1959,25.8228,0,339,743.2,-2.70344918,40.58599593,0,-2.23344,31,0,-255,0,0,0,0,0,0,0,0
3188,58,0,33.203,25.5672,0,339,742.8,-2.70334482,40.58598545,0,-2.50988,31,0,-255,0,0,0,0,0,0,0,0
3189,55,0,33.2112,27.1944,0,395,742.2,-2.70321633,40.58598302,0,-2.93374,31,0,-255,0,0,0,0,0,0,0,0
3190,57,0,33.2181,27.1944,0,395,741.8,-2.70312731,40.58597397,0,-3.50763,31,0,-255,0,0,0,0,0,0,0,0
3191,61,0,33.2265,30.0672,0,440,741.4,-2.70302715,40.58595721,0,-3.69169,31,0,-255,0,0,0,0,0,0,0,0
3192,78,0,33.2358,30.9168,0,470,741.4,-2.70290394,40.58592251,0,-3.2233,31,0,-255,0,0,0,0,0,0,0,0
3193,85,0,33.2437,30.9168,0,415,741.4,-2.70281324,40.58589644,0,-2.91129,31,0,-255,0,0,0,0,0,0,0,0
3194,87,0,33.2525,31.68,0,373,741.4,-2.70271425,40.58586241,0,-2.91129,31,0,-255,0,0,0,0,0,0,0,0
3195,90,0,33.2624,33.1848,0,377,741.4,-2.70259917,40.58581991,0,-2.91129,31,0,-255,0,0,0,0,0,0,0,0
3196,90,0,33.2717,33.4764,0,343,741.4,-2.70250051,40.58578404,0,-2.91129,31,0,-255,0,0,0,0,0,0,0,0
3197,92,0,33.2809,32.6916,0,367,741.4,-2.70240286,40.58575151,0,-2.35341,31,0,-255,0,0,0,0,0,0,0,0
3198,96,0,33.2899,32.6916,0,384,741.4,-2.70230706,40.58572008,0,-1.79003,31,0,-255,0,0,0,0,0,0,0,0
3199,93,0,33.2982,32.6916,0,384,741.4,-2.70222182,40.58569066,0,-1.05293,31,0,-255,0,0,0,0,0,0,0,0
3200,90,0,33.3069,31.2948,0,360,741.4,-2.70212844,40.58565848,0,-0.479042,31,0,-255,0,0,0,0,0,0,0,0
3201,86,0,33.3155,28.8288,0,360,741.8,-2.70204621,40.58562931,0,0.468384,31,0,-255,0,0,0,0,0,0,0,0
3202,84,0,33.3235,28.8288,0,376,742.2,-2.70196533,40.58560131,0,0.967137,31,0,-255,0,0,0,0,0,0,0,0
3203,80,0,33.3311,27.414,0,310,742.6,-2.70188822,40.58557407,0,1.49138,31,0,-255,0,0,0,0,0,0,0,0
3204,78,0,33.3383,26.0424,0,310,743,-2.70181479,40.58554658,0,2.04926,31,0,-255,0,0,0,0,0,0,0,0
3205,76,0,33.3456,26.0424,0,330,743.4,-2.70174304,40.58552001,0,2.59497,31,0,-255,0,0,0,0,0,0,0,0
3206,75,0,33.3525,24.426,0,346,743.8,-2.70167448,40.58549318,0,3.17636,31,0,-255,0,0,0,0,0,0,0,0
3207,87,0,33.3584,23.1408,0,385,744.4,-2.70160809,40.58546779,0,4.20025,31,0,-255,0,0,0,0,0,0,0,0
3208,90,0,33.3654,23.1408,0,378,744.8,-2.70154204,40.58544407,0,4.77168,31,0,-255,0,0,0,0,0,0,0,0
3209,90,0,33.3715,22.302,0,378,745.2,-2.70147734,40.58542127,0,5.4285,31,0,-255,0,0,0,0,0,0,0,0
3210,87,0,33.3778,22.302,0,348,745.6,-2.70141372,40.58539813,0,6.05743,31,0,-255,0,0,0,0,0,0,0,0
3211,86,0,33.3836,21.5208,0,348,745.6,-2.70135312,40.58537550,0,5.58904,31,0,-255,0,0,0,0,0,0,0,0
3212,85,0,33.3897,21.5208,0,396,746,-2.70129277,40.58535446,0,5.74927,31,0,-255,0,0,0,0,0,0,0,0
3213,85,0,33.3954,21.0204,0,396,746.4,-2.70123451,40.58533393,0,5.92555,31,0,-255,0,0,0,0,0,0,0,0
3214,82,0,33.4012,21.0204,0,337,747,-2.70117844,40.58531264,0,6.39683,31,0,-255,0,0,0,0,0,0,0,0
3215,84,0,33.407,20.0988,0,341,747.4,-2.70112379,40.58529051,0,6.5492,31,0,-255,0,0,0,0,0,0,0,0
3216,92,0,33.4121,19.1628,0,341,747.8,-2.70107098,40.58527014,0,6.74001,31,0,-255,0,0,0,0,0,0,0,0
3217,90,0,33.4176,19.1628,0,337,747.8,-2.70101910,40.58524827,0,5.71612,31,0,-255,0,0,0,0,0,0,0,0
3218,88,0,33.4227,18.2952,0,320,747.8,-2.70096528,40.58522748,0,5.14469,31,0,-255,0,0,0,0,0,0,0,0
3219,88,0,33.4276,18.2088,0,320,747.8,-2.70091281,40.58520837,0,4.48788,31,0,-255,0,0,0,0,0,0,0,0
3220,88,0,33.4323,18.2088,0,338,748.2,-2.70086328,40.58518867,0,4.7082,31,0,-255,0,0,0,0,0,0,0,0
3221,88,0,33.4374,18.2088,0,349,748.6,-2.70081123,40.58516989,0,5.49872,31,0,-255,0,0,0,0,0,0,0,0
3222,88,0,33.4431,18.5616,0,319,749,-2.70074979,40.58514693,0,5.5477,31,0,-255,0,0,0,0,0,0,0,0
3223,88,0,33.4481,18.5616,0,319,749.4,-2.70069581,40.58512589,0,5.63613,31,0,-255,0,0,0,0,0,0,0,0
3224,88,0,33.4529,18.5616,0,319,750,-2.70064644,40.58510561,0,5.87013,31,0,-255,0,0,0,0,0,0,0,0
3225,87,0,33.4586,18.5148,0,334,750,-2.70059363,40.58507401,0,5.17205,31,0,-255,0,0,0,0,0,0,0,0
3226,87,0,33.4636,18.3168,0,334,750,-2.70054854,40.58504911,0,4.39985,31,0,-255,0,0,0,0,0,0,0,0
3227,87,0,33.4686,18.3168,0,327,750.4,-2.70050344,40.58502229,0,5.1935,31,0,-255,0,0,0,0,0,0,0,0
3228,86,0,33.4736,17.9352,0,323,750.8,-2.70046153,40.58499153,0,5.98715,31,0,-255,0,0,0,0,0,0,0,0
3229,85,0,33.4782,17.9352,0,323,751.2,-2.70042130,40.58496622,0,6.86821,31,0,-255,0,0,0,0,0,0,0,0
3230,91,0,33.4832,17.9352,0,350,751.8,-2.70039884,40.58492405,0,7.22377,31,0,-255,0,0,0,0,0,0,0,0
3231,91,0,33.488,17.3088,0,339,752.2,-2.70037059,40.58488432,0,7.26486,31,0,-255,0,0,0,0,0,0,0,0
3232,91,0,33.4931,17.0604,0,340,752.2,-2.70035248,40.58484233,0,6.55689,31,0,-255,0,0,0,0,0,0,0,0
3233,91,0,33.4975,17.0604,0,340,752.2,-2.70033287,40.58480788,0,5.76794,31,0,-255,0,0,0,0,0,0,0,0
3234,87,0,33.5025,16.6716,0,347,752.6,-2.70031879,40.58476354,0,5.30159,31,0,-255,0,0,0,0,0,0,0,0
3235,86,0,33.5071,16.6716,0,349,753.2,-2.70030722,40.58472524,0,6.59191,31,0,-255,0,0,0,0,0,0,0,0
3236,86,0,33.5117,16.6716,0,349,753.6,-2.70029658,40.58468676,0,7.45959,31,0,-255,0,0,0,0,0,0,0,0
3237,85,0,33.5163,16.308,0,372,754.2,-2.70028476,40.58464904,0,7.97885,31,0,-255,0,0,0,0,0,0,0,0
3238,83,0,33.5208,16.308,0,362,754.6,-2.70027361,40.58461040,0,8.0682,31,0,-255,0,0,0,0,0,0,0,0
3239,82,0,33.5248,15.93,0,362,754.6,-2.70026213,40.58457151,0,7.18715,31,0,-255,0,0,0,0,0,0,0,0
3240,82,0,33.5293,15.93,0,396,755.2,-2.70025048,40.58453522,0,7.33673,31,0,-255,0,0,0,0,0,0,0,0
3241,83,0,33.5336,15.6996,0,365,755.6,-2.70024092,40.58449884,0,7.42256,31,0,-255,0,0,0,0,0,0,0,0
3242,85,0,33.5385,16.0776,0,352,756,-2.70023095,40.58445567,0,8.24056,31,0,-255,0,0,0,0,0,0,0,0
3243,85,0,33.5429,16.0776,0,352,756.6,-2.70021703,40.58441661,0,9.59802,31,0,-255,0,0,0,0,0,0,0,0
3244,85,0,33.5474,16.128,0,288,757,-2.70020052,40.58437839,0,9.69807,31,0,-255,0,0,0,0,0,0,0,0
3245,85,0,33.5515,16.128,0,288,757,-2.70019029,40.58434185,0,8.40775,31,0,-255,0,0,0,0,0,0,0,0
3246,85,0,33.556,16.2468,0,297,757,-2.70016490,40.58430161,0,7.54007,31,0,-255,0,0,0,0,0,0,0,0
3247,85,0,33.561,16.4124,0,297,757.4,-2.70014176,40.58426415,0,7.03199,31,0,-255,0,0,0,0,0,0,0,0
3248,85,0,33.5652,16.4124,0,280,757.8,-2.70011821,40.58423154,0,7.11284,31,0,-255,0,0,0,0,0,0,0,0
3249,85,0,33.5702,16.5276,0,305,758.2,-2.70008678,40.58419609,0,7.90807,31,0,-255,0,0,0,0,0,0,0,0
3250,85,0,33.5746,16.0776,0,305,758.6,-2.70005132,40.58416558,0,7.4566,31,0,-255,0,0,0,0,0,0,0,0
3251,85,0,33.5791,16.0776,0,292,759.2,-2.70001385,40.58413548,0,7.89052,31,0,-255,0,0,0,0,0,0,0,0
3252,85,0,33.5832,16.0776,0,298,759.2,-2.69997815,40.58410933,0,7.07253,31,0,-255,0,0,0,0,0,0,0,0
3253,85,0,33.5877,16.2828,0,291,759.2,-2.69993439,40.58408553,0,5.71506,31,0,-255,0,0,0,0,0,0,0,0
3254,85,0,33.5922,16.4556,0,291,759.2,-2.69988938,40.58406130,0,4.8182,31,0,-255,0,0,0,0,0,0,0,0
3255,86,0,33.5968,16.4556,0,289,759.2,-2.69984513,40.58403674,0,4.8182,31,0,-255,0,0,0,0,0,0,0,0
3256,86,0,33.6014,16.5816,0,289,759.2,-2.69980020,40.58401336,0,4.8182,31,0,-255,0,0,0,0,0,0,0,0
3257,87,0,33.606,16.5816,0,325,759.2,-2.69975569,40.58398897,0,4.01337,31,0,-255,0,0,0,0,0,0,0,0
3258,87,0,33.6111,16.7076,0,310,759.6,-2.69970406,40.58396089,0,3.84474,31,0,-255,0,0,0,0,0,0,0,0
3259,87,0,33.6157,16.7616,0,313,760,-2.69965595,40.58393558,0,3.91908,31,0,-255,0,0,0,0,0,0,0,0
3260,87,0,33.6204,16.9632,0,292,760.6,-2.69960792,40.58391144,0,4.2793,31,0,-255,0,0,0,0,0,0,0,0
3261,90,0,33.6252,17.1936,0,292,761,-2.69955930,40.58388973,0,3.75955,31,0,-255,0,0,0,0,0,0,0,0
3262,89,0,33.63,17.1936,0,327,761.6,-2.69951262,40.58386634,0,5.02805,31,0,-255,0,0,0,0,0,0,0,0
3263,88,0,33.6344,17.1936,0,327,761.6,-2.69946970,40.58384455,0,5.02805,31,0,-255,0,0,0,0,0,0,0,0
3264,88,0,33.6395,17.0604,0,334,761.6,-2.69941933,40.58381219,0,5.02805,31,0,-255,0,0,0,0,0,0,0,0
3265,90,0,33.6443,17.3484,0,316,761.6,-2.69937323,40.58378554,0,5.02805,31,0,-255,0,0,0,0,0,0,0,0
3266,91,0,33.6487,17.3484,0,316,761.6,-2.69933006,40.58376140,0,5.02805,31,0,-255,0,0,0,0,0,0,0,0
3267,92,0,33.6539,17.4456,0,307,762,-2.69928153,40.58373039,0,5.80025,31,0,-255,0,0,0,0,0,0,0,0
3268,93,0,33.6589,17.6976,0,307,762.4,-2.69923367,40.58370306,0,5.80824,31,0,-255,0,0,0,0,0,0,0,0
3269,93,0,33.6634,17.6976,0,310,762.8,-2.69919159,40.58367708,0,5.82363,31,0,-255,0,0,0,0,0,0,0,0
3270,94,0,33.6688,17.9964,0,259,763.2,-2.69913577,40.58364883,0,5.29848,31,0,-255,0,0,0,0,0,0,0,0
3271,94,0,33.6738,18.2952,0,258,763.8,-2.69908874,40.58361966,0,5.67169,31,0,-255,0,0,0,0,0,0,0,0
3272,95,0,33.6786,18.2952,0,273,763.8,-2.69904466,40.58359225,0,4.4032,31,0,-255,0,0,0,0,0,0,0,0
3273,97,0,33.6837,18.36,0,266,763.8,-2.69900090,40.58356023,0,4.4032,31,0,-255,0,0,0,0,0,0,0,0
3274,98,0,33.6888,18.54,0,235,763.8,-2.69895706,40.58352428,0,4.4032,31,0,-255,0,0,0,0,0,0,0,0
3275,101,0,33.6941,18.9252,0,269,763.8,-2.69891339,40.58348631,0,4.4032,31,0,-255,0,0,0,0,0,0,0,0
3276,102,0,33.7,19.5012,0,269,763.8,-2.69887844,40.58343526,0,4.4032,31,0,-255,0,0,0,0,0,0,0,0
3277,96,0,33.7053,19.5012,0,273,763.8,-2.69883645,40.58339352,0,3.631,31,0,-255,0,0,0,0,0,0,0,0
3278,94,0,33.7103,19.5012,0,273,763.8,-2.69879638,40.58335228,0,2.82778,31,0,-255,0,0,0,0,0,0,0,0
3279,88,0,33.7165,20.3652,0,273,763.8,-2.69876026,40.58330484,0,1.94283,31,0,-255,0,0,0,0,0,0,0,0
3280,87,0,33.7216,20.3652,0,137,763.8,-2.69872740,40.58325689,0,1.20482,31,0,-255,0,0,0,0,0,0,0,0
3281,88,0,33.7288,23.8176,0,137,763.8,-2.69869999,40.58319109,0,0,31,0,-255,0,0,0,0,0,0,0,0
3282,79,0,33.7349,23.8176,0,225,763.8,-2.69867803,40.58313368,0,0,31,0,-255,0,0,0,0,0,0,0,0
3283,76,0,33.7415,23.8176,0,245,763.8,-2.69865959,40.58306428,0,0,31,0,-255,0,0,0,0,0,0,0,0
3284,81,0,33.7485,25.4124,0,224,763.8,-2.69864727,40.58298490,0,0,31,0,-255,0,0,0,0,0,0,0,0
3285,77,0,33.7562,27.6732,0,248,763.8,-2.69862958,40.58290578,0,0,31,0,-255,0,0,0,0,0,0,0,0
3286,76,0,33.7645,29.646,0,248,763.8,-2.69860419,40.58281684,0,0,31,0,-255,0,0,0,0,0,0,0,0
3287,84,0,33.7732,31.5972,0,233,763.8,-2.69857921,40.58272724,0,0,31,0,-255,0,0,0,0,0,0,0,0
3288,85,0,33.7836,34.6176,0,217,763.8,-2.69854644,40.58262272,0,0,31,0,-255,0,0,0,0,0,0,0,0
3289,82,0,33.7925,34.6176,0,217,763.2,-2.69852297,40.58253555,0,-0.679502,31,0,-255,0,0,0,0,0,0,0,0
3290,89,0,33.8038,37.7136,0,240,762.6,-2.69849053,40.58241770,0,-1.20767,31,0,-255,0,0,0,0,0,0,0,0
3291,92,0,33.8151,40.3848,0,258,762.2,-2.69846027,40.58231091,0,-1.5626,31,0,-255,0,0,0,0,0,0,0,0
3292,89,0,33.8253,40.3848,0,257,761.6,-2.69843403,40.58221376,0,-2.15025,31,0,-255,0,0,0,0,0,0,0,0
3293,87,0,33.8372,42.7428,0,263,761,-2.69840344,40.58210229,0,-2.6553,31,0,-255,0,0,0,0,0,0,0,0
3294,87,0,33.8494,43.9632,0,273,760.4,-2.69837100,40.58198804,0,-3.14671,31,0,-255,0,0,0,0,0,0,0,0
3295,89,0,33.8619,44.8596,0,283,759.8,-2.69833680,40.58187539,0,-3.62825,31,0,-255,0,0,0,0,0,0,0,0
3296,90,0,33.8744,45.2556,0,288,759.2,-2.69830370,40.58176056,0,-4.10557,31,0,-255,0,0,0,0,0,0,0,0
3297,90,0,33.8881,45.414,0,325,758.6,-2.69826614,40.58163483,0,-4.54385,31,0,-255,0,0,0,0,0,0,0,0
3298,90,0,33.9006,45.8208,0,329,758.6,-2.69823480,40.58152209,0,-4.54385,31,0,-255,0,0,0,0,0,0,0,0
3299,91,0,33.9134,45.1476,0,329,758.6,-2.69820311,40.58140986,0,-3.86435,31,0,-255,0,0,0,0,0,0,0,0
3300,92,0,33.9259,45.1476,0,331,758.6,-2.69816925,40.58129888,0,-3.33618,31,0,-255,0,0,0,0,0,0,0,0
3301,95,0,33.9382,45.0828,0,348,758.6,-2.69813505,40.58118958,0,-2.98125,31,0,-255,0,0,0,0,0,0,0,0
3302,93,0,33.9507,44.2368,0,330,758.6,-2.69809884,40.58108179,0,-2.3936,31,0,-255,0,0,0,0,0,0,0,0
3303,93,0,33.9635,43.6068,0,318,758.6,-2.69805458,40.58097048,0,-1.88854,31,0,-255,0,0,0,0,0,0,0,0
3304,92,0,33.9739,43.6068,0,292,758.6,-2.69802248,40.58088264,0,-1.39714,31,0,-255,0,0,0,0,0,0,0,0
3305,92,0,33.986,43.6068,0,266,758.6,-2.69797026,40.58078541,0,-0.915603,31,0,-255,0,0,0,0,0,0,0,0
3306,92,0,33.999,43.362,0,287,758.6,-2.69788250,40.58067644,0,-0.438276,31,0,-255,0,0,0,0,0,0,0,0
3307,88,0,34.0101,43.362,0,274,758.6,-2.69783850,40.58057795,0,0,31,0,-255,0,0,0,0,0,0,0,0
3308,75,0,34.0224,43.9848,0,277,758.6,-2.69776642,40.58047972,0,0,31,0,-255,0,0,0,0,0,0,0,0
3309,75,0,34.0348,44.7516,0,277,758.2,-2.69767380,40.58037980,0,-0.321802,31,0,-255,0,0,0,0,0,0,0,0
3310,90,0,34.0487,46.656,0,263,757.6,-2.69758461,40.58025860,0,-0.754079,31,0,-255,0,0,0,0,0,0,0,0
3311,95,0,34.0607,46.656,0,245,757.2,-2.69751303,40.58015785,0,-1.0863,31,0,-255,0,0,0,0,0,0,0,0
3312,96,0,34.0742,48.4236,0,245,756.6,-2.69743424,40.58005048,0,-1.5324,31,0,-255,0,0,0,0,0,0,0,0
3313,93,0,34.0891,50.0004,0,260,755.8,-2.69733626,40.57992240,0,-2.06895,31,0,-255,0,0,0,0,0,0,0,0
3314,95,0,34.1019,50.0004,0,279,755.2,-2.69725705,40.57981595,0,-2.53515,32,0,-255,0,0,0,0,0,0,0,0
3315,97,0,34.1162,51.5124,0,252,754.4,-2.69717055,40.57970548,0,-3.0942,31,0,-255,0,0,0,0,0,0,0,0
3316,98,0,34.1322,53.4852,0,263,753.8,-2.69707776,40.57956852,0,-3.47085,31,0,-255,0,0,0,0,0,0,0,0
3317,99,0,34.1459,53.4852,0,295,753,-2.69700023,40.57945771,0,-4.0514,32,0,-255,0,0,0,0,0,0,0,0
3318,94,0,34.1611,54.6264,0,341,752.2,-2.69691448,40.57933902,0,-4.57841,32,0,-255,0,0,0,0,0,0,0,0
3319,94,0,34.1763,54.6264,0,310,751.4,-2.69682387,40.57921958,0,-4.78397,32,0,-255,0,0,0,0,0,0,0,0
3320,94,0,34.1917,55.6164,0,348,751.4,-2.69673184,40.57909938,0,-4.35169,32,0,-255,0,0,0,0,0,0,0,0
3321,94,0,34.2083,54.9,0,348,751.4,-2.69663855,40.57896712,0,-4.01946,32,0,-255,0,0,0,0,0,0,0,0
3322,89,0,34.2223,54.9,0,326,751.4,-2.69656252,40.57886293,0,-3.57337,32,0,-255,0,0,0,0,0,0,0,0
3323,88,0,34.2381,52.7364,0,326,751.4,-2.69647577,40.57874936,0,-3.03682,32,0,-255,0,0,0,0,0,0,0,0
3324,91,0,34.2528,52.7364,0,322,751.4,-2.69639857,40.57864911,0,-2.57061,32,0,-255,0,0,0,0,0,0,0,0
3325,92,0,34.2663,48.6468,0,311,751.4,-2.69632389,40.57855431,0,-2.01157,32,0,-255,0,0,0,0,0,0,0,0
3326,93,0,34.2787,48.6468,0,322,751.4,-2.69626027,40.57846907,0,-1.63492,32,0,-255,0,0,0,0,0,0,0,0
3327,94,0,34.2914,45.7524,0,355,751.4,-2.69619255,40.57838315,0,-1.05437,32,0,-255,0,0,0,0,0,0,0,0
3328,94,0,34.3035,43.794,0,321,751.4,-2.69612993,40.57829766,0,-0.527357,32,0,-255,0,0,0,0,0,0,0,0
3329,96,0,34.3152,41.7708,0,331,752,-2.69607059,40.57821786,0,0.516796,32,0,-255,0,0,0,0,0,0,0,0
3330,99,0,34.3268,39.0672,0,382,752.4,-2.69599750,40.57813195,0,0.860438,32,0,-255,0,0,0,0,0,0,0,0
3331,99,0,34.3368,39.0672,0,382,752.8,-2.69594419,40.57806171,0,1.25805,32,0,-255,0,0,0,0,0,0,0,0
3332,102,0,34.348,37.1844,0,340,753.4,-2.69587722,40.57798426,0,1.79425,32,0,-255,0,0,0,0,0,0,0,0
3333,104,0,34.3575,37.1844,0,340,753.8,-2.69582617,40.57791905,0,2.21663,32,0,-255,0,0,0,0,0,0,0,0
3334,97,0,34.3689,35.5968,0,313,754.2,-2.69577161,40.57783791,0,2.56751,32,0,-255,0,0,0,0,0,0,0,0
3335,95,0,34.3775,33.2928,0,313,754.6,-2.69572408,40.57777395,0,3.03589,32,0,-255,0,0,0,0,0,0,0,0
3336,100,0,34.386,33.2928,0,311,755.2,-2.69567957,40.57771335,0,3.73847,32,0,-255,0,0,0,0,0,0,0,0
3337,97,0,34.3954,31.2372,0,308,755.6,-2.69562895,40.57764580,0,4.16175,32,0,-255,0,0,0,0,0,0,0,0
3338,95,0,34.4038,29.9628,0,324,756,-2.69558427,40.57758335,0,4.64252,32,0,-255,0,0,0,0,0,0,0,0
3339,93,0,34.4117,29.2248,0,336,756,-2.69553700,40.57752191,0,4.12572,32,0,-255,0,0,0,0,0,0,0,0
3340,92,0,34.4193,29.2248,0,341,756,-2.69549484,40.57746584,0,3.78208,32,0,-255,0,0,0,0,0,0,0,0
3341,88,0,34.4272,28.6308,0,347,756.4,-2.69544605,40.57740691,0,3.88761,32,0,-255,0,0,0,0,0,0,0,0
3342,87,0,34.4355,27.5076,0,324,756.8,-2.69539417,40.57734103,0,3.83451,32,0,-255,0,0,0,0,0,0,0,0
3343,90,0,34.443,27.3132,0,349,757.2,-2.69535268,40.57728135,0,3.94617,32,0,-255,0,0,0,0,0,0,0,0
3344,91,0,34.45,27.3132,0,349,757.6,-2.69531295,40.57722754,0,4.16267,32,0,-255,0,0,0,0,0,0,0,0
3345,92,0,34.458,27.0252,0,307,758,-2.69527640,40.57715923,0,4.19554,32,0,-255,0,0,0,0,0,0,0,0
3346,94,0,34.4654,26.5356,0,346,758,-2.69523600,40.57710273,0,3.49296,32,0,-255,0,0,0,0,0,0,0,0
3347,92,0,34.4729,26.1324,0,350,758,-2.69519359,40.57704733,0,3.06968,32,0,-255,0,0,0,0,0,0,0,0
3348,91,0,34.48,25.9092,0,334,758.6,-2.69515135,40.57699243,0,3.4269,32,0,-255,0,0,0,0,0,0,0,0
3349,90,0,34.4871,25.6068,0,360,759,-2.69511053,40.57693644,0,3.98791,32,0,-255,0,0,0,0,0,0,0,0
3350,90,0,34.4942,25.398,0,337,759.4,-2.69507012,40.57688019,0,4.55609,32,0,-255,0,0,0,0,0,0,0,0
3351,90,0,34.5011,25.3116,0,328,759.8,-2.69502972,40.57682571,0,4.63098,32,0,-255,0,0,0,0,0,0,0,0
3352,92,0,34.5082,25.146,0,352,760.2,-2.69498857,40.57677248,0,4.71048,32,0,-255,0,0,0,0,0,0,0,0
3353,95,0,34.5146,25.146,0,347,760.2,-2.69495202,40.57672387,0,4.17643,32,0,-255,0,0,0,0,0,0,0,0
3354,95,0,34.5215,24.984,0,347,760.2,-2.69491171,40.57666872,0,3.60906,32,0,-255,0,0,0,0,0,0,0,0
3355,87,0,34.529,24.9444,0,348,760.2,-2.69486846,40.57661298,0,3.1078,32,0,-255,0,0,0,0,0,0,0,0
3356,85,0,34.5354,24.9444,0,364,760.6,-2.69483099,40.57656428,0,3.72892,32,0,-255,0,0,0,0,0,0,0,0
3357,85,0,34.5421,24.3108,0,361,761.2,-2.69478824,40.57651482,0,4.61781,32,0,-255,0,0,0,0,0,0,0,0
3358,85,0,34.5495,24.3504,0,332,761.6,-2.69474390,40.57645666,0,4.32552,32,0,-255,0,0,0,0,0,0,0,0
3359,85,0,34.5562,24.39,0,278,762.2,-2.69469939,40.57640494,0,4.66137,32,0,-255,0,0,0,0,0,0,0,0
3360,85,0,34.5625,24.6636,0,254,762.6,-2.69465882,40.57635582,0,4.72212,32,0,-255,0,0,0,0,0,0,0,0
3361,87,0,34.57,24.9012,0,257,762.6,-2.69460837,40.57629975,0,4.14409,32,0,-255,0,0,0,0,0,0,0,0
3362,87,0,34.5764,25.1892,0,242,762.6,-2.69456159,40.57624736,0,3.5815,32,0,-255,0,0,0,0,0,0,0,0
3363,90,0,34.5842,25.5672,0,233,762.6,-2.69451348,40.57619539,0,3.5815,32,0,-255,0,0,0,0,0,0,0,0
3364,92,0,34.5913,25.9992,0,233,762.6,-2.69446453,40.57614083,0,3.5815,32,0,-255,0,0,0,0,0,0,0,0
3365,93,0,34.5989,25.9992,0,247,762.6,-2.69441164,40.57608148,0,3.5815,32,0,-255,0,0,0,0,0,0,0,0
3366,94,0,34.6052,25.9992,0,245,762.6,-2.69436931,40.57603329,0,2.96038,32,0,-255,0,0,0,0,0,0,0,0
3367,94,0,34.6133,26.9568,0,245,762.6,-2.69431005,40.57597428,0,2.07149,32,0,-255,0,0,0,0,0,0,0,0
3368,94,0,34.6207,26.9568,0,303,762.6,-2.69425180,40.57592063,0,1.52579,32,0,-255,0,0,0,0,0,0,0,0
3369,93,0,34.6286,27.936,0,277,762.6,-2.69419111,40.57586372,0,0.628931,32,0,-255,0,0,0,0,0,0,0,0
3370,92,0,34.6365,28.7208,0,267,762.6,-2.69413462,40.57580572,0,0,32,0,-255,0,0,0,0,0,0,0,0
3371,92,0,34.6444,28.7748,0,263,762.6,-2.69407662,40.57574704,0,0,32,0,-255,0,0,0,0,0,0,0,0
3372,93,0,34.6525,28.9908,0,258,762.6,-2.69401853,40.57568720,0,0,32,0,-255,0,0,0,0,0,0,0,0
3373,94,0,34.6607,29.3796,0,267,762.6,-2.69395785,40.57562693,0,0,32,0,-255,0,0,0,0,0,0,0,0
3374,94,0,34.6688,29.0988,0,267,762.6,-2.69389825,40.57556759,0,0,32,0,-255,0,0,0,0,0,0,0,0
3375,94,0,34.6768,29.0988,0,287,762.6,-2.69384000,40.57550858,0,0,32,0,-255,0,0,0,0,0,0,0,0
3376,94,0,34.6849,29.52,0,287,763.4,-2.69378518,40.57544831,0,0.987654,32,0,-255,0,0,0,0,0,0,0,0
3377,94,0,34.6932,29.52,0,272,763.8,-2.69372944,40.57538855,0,1.4725,32,0,-255,0,0,0,0,0,0,0,0
3378,95,0,34.7008,29.52,0,261,764.2,-2.69367730,40.57533205,0,1.99538,32,0,-255,0,0,0,0,0,0,0,0
3379,95,0,34.7096,29.7324,0,304,764.2,-2.69361553,40.57526684,0,1.99538,32,0,-255,0,0,0,0,0,0,0,0
3380,96,0,34.7181,30.0816,0,282,764.8,-2.69355543,40.57520700,0,2.70043,32,0,-255,0,0,0,0,0,0,0,0
3381,96,0,34.7258,30.0816,0,254,764.8,-2.69350137,40.57515076,0,2.70043,32,0,-255,0,0,0,0,0,0,0,0
3382,97,0,34.7348,30.2004,0,258,764.8,-2.69343800,40.57508814,0,2.70043,32,0,-255,0,0,0,0,0,0,0,0
3383,97,0,34.7433,30.0816,0,290,764.8,-2.69338000,40.57502880,0,2.70043,32,0,-255,0,0,0,0,0,0,0,0
3384,97,0,34.7509,30.0816,0,292,764.8,-2.69332669,40.57497482,0,2.70043,32,0,-255,0,0,0,0,0,0,0,0
3385,98,0,34.7593,30.1428,0,292,764.8,-2.69326927,40.57491438,0,2.70043,32,0,-255,0,0,0,0,0,0,0,0
3386,96,0,34.7675,29.79,0,278,764.8,-2.69321345,40.57485487,0,1.71278,32,0,-255,0,0,0,0,0,0,0,0
